date,tempmax,tempmin,temp,humidity,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,solarradiation,uvindex,description
2024-06-23,96.6,69.6,81.6,23.1,0,,0,0,31.1,21.9,118.8,1019.4,6.3,296.6,10,Clear conditions throughout the day.
2024-06-24,98.6,67.9,80.5,26.4,4.17,rain,0,0,39.1,16.1,322.6,1017.3,8.1,230.9,10,Clear conditions throughout the day with afternoon rain.
2024-06-25,98.6,62.5,79.6,28.1,0,,0,0,39.1,17.2,337,1018.3,2.3,262,10,Clear conditions throughout the day.
2024-06-26,85.8,62.5,72.1,54.5,12.5,rain,0,0,39.1,9.2,12.3,1021.3,20.1,231.9,10,Becoming cloudy in the afternoon with rain.
2024-06-27,91.2,62.5,74.8,52.7,0,rain,0,0,58.8,32.2,267.2,1013.4,20.1,174.7,9,Partly cloudy throughout the day.
2024-06-28,91.4,71.4,79.2,26.4,0,,0,0,50.8,22,275.1,1012.3,20,281.4,10,Becoming cloudy in the afternoon.
2024-06-29,80.4,58.9,69.4,36.7,0,rain,0,0,28.9,10.3,29.7,1025,16.4,291.8,10,Clear conditions throughout the day.
2024-06-30,89.4,60.7,74.2,49.8,0,rain,0,0,42.5,15,299,1022.2,13.9,306.9,9,Clear conditions throughout the day.
2024-07-01,85.8,67.8,75,43.5,0,rain,0,0,43.8,19.6,263.4,1016.4,41.5,128.3,8,Partly cloudy throughout the day.
2024-07-02,87.8,62.4,74.7,35.6,4.17,rain,0,0,39.1,19.7,258.5,1017.8,41.4,342.3,10,Partly cloudy throughout the day with early morning rain.
2024-07-03,91.2,55.3,74.6,26.8,0,,0,0,50.8,17.3,269,1017.3,6.2,344.1,10,Clear conditions throughout the day.
2024-07-04,80.4,46,67,37.4,0,,0,0,43.8,10.4,57.8,1023.7,0.7,330.4,10,Clear conditions throughout the day.
2024-07-05,77.3,57.1,67.7,33,4.17,rain,0,0,34.4,9.2,21.6,1024.8,7.4,307.9,10,Clear conditions throughout the day with morning rain.
2024-07-06,89.7,56.8,76,22.8,0,,0,0,26.4,15.8,257,1017.7,0.1,332.6,10,Clear conditions throughout the day.
2024-07-07,77,58.9,65.1,49.2,12.5,rain,0,0,35.8,19.3,28.2,1022.2,47.6,251.2,10,Partly cloudy throughout the day with rain.
2024-07-08,82.5,50.1,68.2,43.2,0,,0,0,12.8,5.7,145.4,1022.9,3.9,351.5,9,Clear conditions throughout the day.
2024-07-09,86.1,57,72.7,31.1,0,rain,0,0,19.7,10,283.9,1021.8,6.6,215.5,8,Clear conditions throughout the day.
2024-07-10,91.6,62.4,76.5,25.6,0,,0,0,15,9,286.7,1023.1,1.9,307.2,9,Clear conditions throughout the day.
2024-07-11,97,60.6,79.9,24.6,0,rain,0,0,23,9.4,200.8,1021.2,0,312.8,10,Clear conditions throughout the day.
2024-07-12,100.4,62.3,82.8,24,0,,0,0,20.8,12.7,1.4,1019.4,1.9,279.2,10,Clear conditions throughout the day.
2024-07-13,98.5,66.1,81.3,27.9,0,,0,0,24.2,6.9,23.5,1022.4,0.1,286.2,9,Clear conditions throughout the day.
2024-07-14,98.8,67.9,83.4,24,0,,0,0,21.9,10,261,1022.3,2.8,184.5,8,Clear conditions throughout the day.
2024-07-15,93.5,67.9,79.1,34.8,12.5,rain,0,0,24.2,12.3,62.3,1020.8,20.7,215,9,Partly cloudy throughout the day with afternoon rain.
2024-07-16,86.1,60.9,73.8,44.8,0,rain,0,0,18.5,13.9,318,1021.9,23,247.3,10,Partly cloudy throughout the day.
2024-07-17,84.5,60.9,72.4,41.8,0,rain,0,0,18.8,12.8,57.5,1025.7,24.2,233,9,Becoming cloudy in the afternoon.
2024-07-18,87.6,58.9,71.8,50.5,0,rain,0,0,21.9,10.2,280.2,1024.6,13.6,238.1,10,Clear conditions throughout the day.
2024-07-19,85.6,62.4,73.2,39.6,0,rain,0,0,31.8,20,304.1,1023.5,29.3,176,8,Partly cloudy throughout the day.
2024-07-20,86.1,59.2,71.9,47.7,8.33,rain,0,0,22.9,7.6,12,1026.3,23.2,297.7,9,Partly cloudy throughout the day with late afternoon rain.
2024-07-21,79,59.1,68.7,54.6,0,rain,0,0,11.4,11.1,243,1026.8,49,226.1,10,Partly cloudy throughout the day.
2024-07-22,82.7,55.4,70.7,41.4,0,,0,0,25.3,9.7,222.8,1024.5,7.6,277.6,8,Clear conditions throughout the day.
2024-07-23,88,59,75.1,32.2,0,,0,0,11.4,9.1,169.9,1023.9,0,269.9,9,Clear conditions throughout the day.
2024-07-24,95,62.3,77.9,28.7,0,,0,0,9.2,8.7,221.1,1025.7,0,267,9,Clear conditions throughout the day.
2024-07-25,97,62.2,80.9,25.7,0,,0,0,16.1,10,145.9,1023.6,0,315,9,Clear conditions throughout the day.
2024-07-26,87.8,67.8,76.5,36.2,0,rain,0,0,27.3,14,200.1,1019.2,28.5,169.1,8,Becoming cloudy in the afternoon.
2024-07-27,89.7,62.5,75.2,47.6,0,rain,0,0,34.4,9.2,103,1015.2,11.6,261.4,9,Clear conditions throughout the day.
2024-07-28,95.1,60.8,77.8,35.5,0,,0,0,23,17.8,280.5,1016,2.2,335,9,Clear conditions throughout the day.
2024-07-29,97,61,80.7,24.1,0,,0,0,24.2,9.7,182.5,1017.3,0,349.8,9,Clear conditions throughout the day.
2024-07-30,97,71.1,84.9,14.6,0,,0,0,28.6,12.7,219.3,1016,0,233,9,Clear conditions throughout the day.
2024-07-31,95.2,64.2,80.5,20.1,0,,0,0,16.1,9.3,85.2,1019.5,2.4,314.8,9,Clear conditions throughout the day.
2024-08-01,97,62.4,79.5,27.7,0,rain,0,0,11.4,7.9,1,1025.3,0,317.8,9,Clear conditions throughout the day.
2024-08-02,96.9,64.3,81.2,28.8,0,,0,0,30,12.7,30,1025.9,0.1,267.5,9,Clear conditions throughout the day.
2024-08-03,95.2,64.1,80.2,28.4,0,,0,0,17.2,11.1,47.4,1024.6,0,320.8,9,Clear conditions throughout the day.
2024-08-04,95.1,66.1,79.6,30.9,0,rain,0,0,32.2,19.5,245.4,1020.8,16.2,211.5,9,Clear conditions throughout the day.
2024-08-05,90,69.9,79.1,36.4,0,rain,0,0,27.7,16.6,211.5,1023.3,11.9,228.8,10,Clear conditions throughout the day.
2024-08-06,91.5,62.6,75.9,47.4,4.17,rain,0,0,29.4,15.8,191.7,1023.7,3.9,282.5,9,Clear conditions throughout the day with afternoon rain.
2024-08-07,89.4,62.5,75.6,45.3,4.17,rain,0,0,23,14.9,101.2,1020.2,4.4,205.2,10,Clear conditions throughout the day with afternoon rain.
2024-08-08,66.2,59.1,60.9,93.2,8.33,rain,0,0,11.4,11,8.4,1025.5,83.3,35.5,2,Partly cloudy throughout the day with rain in the morning and afternoon.
2024-08-09,68.2,55.6,60.1,90.7,0,rain,0,0,31.1,9.1,15.1,1025.4,75.5,56.3,2,Partly cloudy throughout the day.
2024-08-10,78.8,55.5,65.4,75.2,8.33,rain,0,0,34.3,25.4,68.7,1023.7,41,211.4,9,Partly cloudy throughout the day with afternoon rain.
2024-08-11,86.3,59.2,71,55.3,0,rain,0,0,25.3,16.7,261.8,1021.1,23.7,137.8,10,Clearing in the afternoon.
2024-08-12,86.1,60.7,73.1,52.1,0,rain,0,0,17.2,11.3,12.7,1021.4,14.6,280.5,9,Clear conditions throughout the day.
2024-08-13,86.1,61.5,69.3,72.2,8.33,rain,0,0,20.8,11.6,341.6,1019.7,42.4,150.4,6,Becoming cloudy in the afternoon with afternoon rain.
2024-08-14,88,59,70.9,54.1,0,,0,0,27.5,11,265.3,1019.8,24.3,229.9,9,Becoming cloudy in the afternoon.
2024-08-15,84.5,60.7,72.6,35,4.17,rain,0,0,43.8,11.1,353.7,1022.3,8,256.1,9,Clear conditions throughout the day with late afternoon rain.
2024-08-16,91.5,57.4,73.2,53.1,4.17,rain,0,0,25.3,7.9,176.9,1021.8,7.8,316.7,9,Clear conditions throughout the day with early morning rain.
2024-08-17,95.3,60.5,78.8,28.7,0,,0,0,40.8,21.8,225.9,1021,8.2,207.3,9,Clear conditions throughout the day.
2024-08-18,95,66.1,80.7,29.8,0,rain,0,0,36.9,19.6,237.7,1022.1,24,268.6,9,Partly cloudy throughout the day.
2024-08-19,87.9,66.4,75.9,43.8,4.17,rain,0,0,20.8,12.5,302.3,1023.9,19.8,186,7,Clear conditions throughout the day with afternoon rain.
2024-08-20,95.1,60.9,77.3,42.7,0,,0,0,11.4,7.9,143.6,1023.3,6.1,276.5,9,Clear conditions throughout the day.
2024-08-21,91.6,64.2,78.8,32.3,0,rain,0,0,32,9.9,230.9,1020.7,7.4,163.9,8,Clear conditions throughout the day.
2024-08-22,86.2,64.5,73.6,42.2,0,,0,0,19.7,13.1,263.5,1021.2,43.9,122.4,7,Partly cloudy throughout the day.
2024-08-23,84.1,60.6,70.9,55.3,4.17,rain,0,0,13.9,7.7,354,1019.9,25.5,190.3,8,Becoming cloudy in the afternoon with afternoon rain.
2024-08-24,86.1,60.7,72.5,54.1,8.33,rain,0,0,32.2,18.5,221.3,1020.1,13.8,157.8,7,Clear conditions throughout the day with afternoon rain.
2024-08-25,88,59.1,73.5,45.9,12.5,rain,0,0,24.3,14.8,229.6,1022.8,30,233.3,8,Partly cloudy throughout the day with late afternoon rain.
2024-08-26,80.6,59.1,68.9,62.4,0,rain,0,0,38,9.3,324.7,1025.8,17.3,202.2,7,Clear conditions throughout the day.
2024-08-27,85.8,57,71.5,36.4,0,,0,0,26.4,11.5,30.5,1021.7,11.8,295.7,9,Clear conditions throughout the day.
2024-08-28,91.3,58.5,74.8,34.2,0,,0,0,33.3,9.2,119.3,1019.1,2.5,255.9,8,Clear conditions throughout the day.
2024-08-29,82.4,60.5,72.1,30.8,0,,0,0,34.4,11.8,50.8,1021.5,7.9,241.3,9,Clear conditions throughout the day.
2024-08-30,81.1,54.9,68,40.4,0,,0,0,11.4,6.9,64.5,1016.7,12.3,297.4,9,Clear conditions throughout the day.
2024-08-31,89.5,55,72.3,28.5,0,,0,0,33.3,6.8,24.5,1025.5,0,284.9,8,Clear conditions throughout the day.
2024-09-01,87.9,55.8,73.6,26.5,0,,0,0,35.8,6.7,130.4,1026.7,0,290.4,9,Clear conditions throughout the day.
2024-09-02,89.8,55.1,72.2,29,0,,0,0,17.2,11.9,235.7,1023.6,0,232,8,Clear conditions throughout the day.
2024-09-03,91.6,56.9,75.1,28.3,0,,0,0,27.7,8,126.4,1021,0.1,175.5,6,Clear conditions throughout the day.
2024-09-04,82.5,60.7,71.1,38.9,4.17,rain,0,0,36.9,15.9,131.4,1025.7,32.8,172.3,8,Becoming cloudy in the afternoon with late afternoon rain.
2024-09-05,73.6,53.6,62.5,64.8,12.5,rain,0,0,36.9,6.9,250.6,1032.3,34.5,218.2,9,Partly cloudy throughout the day with early morning rain.
2024-09-06,82.2,47.9,67.5,39.3,0,,0,0,11.4,6.9,291.9,1029.3,0.1,277.5,8,Clear conditions throughout the day.
2024-09-07,85.9,55,70.2,33.3,0,,0,0,26.4,12.1,227.2,1023.8,0.7,256.6,8,Clear conditions throughout the day.
2024-09-08,87.5,55.3,69.7,34.3,0,,0,0,41.4,14.4,285.3,1019.1,8.1,230.6,8,Clear conditions throughout the day.
